"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"B230216N24Rik",0.00347297985410766,1.80692413822613,0.107,0.022,1
"Mfap2",0.00347297985431529,1.80692413822613,0.103,0.028,1
"Nudt12",0.00347297985431531,1.80692413822613,0.103,0.028,1
"Usp38",0.00347401774382175,0.755900135201663,0.323,0.193,1
"Bcl10",0.00348046257856963,0.860505178430974,0.266,0.144,1
"Ctss",0.00349581311679809,0.405797533722109,0.734,0.613,1
"Fstl1",0.00350172443615588,0.767395774039492,0.329,0.166,1
"Tsen2",0.00352206613659971,0.724003178526111,0.345,0.199,1
"1600012H06Rik",0.00352505440058807,0.805869921854128,0.285,0.182,1
"Mycl",0.00353615829535024,1.32539122716038,0.144,0.061,1
"Cdk7",0.00354739550669619,1.00840387354329,0.204,0.11,1
"Mid1",0.00355277314401319,1.94796801968131,0.103,0.022,1
"L3hypdh",0.00355295090230677,1.94796801968131,0.1,0.022,1
"Pigf",0.00355650745077255,0.756168518616238,0.323,0.182,1
"Sept4",0.00357074084257445,-0.320455944282904,0.906,0.912,1
"Zfp81",0.00357366039073526,0.957726986143642,0.219,0.133,1
"Cep85",0.00360500474141198,1.01893454103546,0.204,0.099,1
"Crat",0.00361565534900749,0.529846339760419,0.508,0.403,1
"Hhip",0.00361874001313554,-1.13949482156903,0.078,0.16,1
"Mcc",0.00361972298667604,1.03043017987329,0.201,0.105,1
"Syne2",0.00362048225797752,0.935340411353563,0.232,0.127,1
"Taf5l",0.00362811123980355,0.809215949734119,0.288,0.166,1
"D130043K22Rik",0.00363180516578035,1.94796801968131,0.1,0.017,1
"Zfp786",0.00363233102855039,1.98978819537594,0.094,0.022,1
"Mplkip",0.00363640027871732,0.809215949734119,0.279,0.166,1
"Dcaf17",0.00364210254208231,-0.597300606453604,0.301,0.409,1
"Cdc14b",0.00365487556508175,1.5043613682057,0.122,0.044,1
"Smyd3",0.00366130706087644,0.755900135201663,0.317,0.199,1
"Tfb1m",0.00366907173817541,3.3117162902633,0.097,0.006,1
"Wdr44",0.00367937252206715,0.903279202121265,0.235,0.138,1
"Muc3a",0.00368273001892429,0.98978819537594,0.213,0.105,1
"Pdzd8",0.00368284938769158,0.593065593477179,0.47,0.287,1
"Clspn",0.00368723941494065,-3.81756672668166,0.003,0.044,1
"Hspa1a",0.0036877163090495,1.2062800152727,0.16,0.077,1
"Cbx8",0.00369780381074121,1.20796836542547,0.163,0.072,1
"Cmtm3",0.00369854360966552,1.20796836542547,0.163,0.066,1
"Qrfpr",0.00370482870379758,2.55166708298406,0.085,0.011,1
"Zfp593",0.00370604837772933,0.779995810819126,0.295,0.171,1
"A330041J22Rik",0.00371043257486713,1.73263035587882,0.103,0.033,1
"Polr3b",0.00371287794536095,1.05690239123448,0.194,0.099,1
"Tiam2",0.00372036865694146,0.4723001589734,0.646,0.519,1
"Gucd1",0.00373351924919514,0.980799412148685,0.213,0.116,1
"Atat1",0.00374146609642567,0.499008133711491,0.542,0.431,1
"Mttp",0.00374496767446653,1.32539122716038,0.147,0.055,1
"Elavl1",0.00374843752782905,0.504361368205698,0.549,0.425,1
"Ppox",0.00375079653113801,0.703265436619776,0.342,0.215,1
"2610035D17Rik",0.00375206575082162,0.872093152706186,0.248,0.155,1
"Carf",0.00375247204306422,0.98978819537594,0.216,0.11,1
"Aqp11",0.00375873338066693,0.873329218788557,0.263,0.155,1
"Otud4",0.00376100462967957,0.582363880206971,0.448,0.298,1
"Slc6a9",0.00377656959907895,0.489861798510583,0.561,0.47,1
"Siae",0.00378205124751633,0.809215949734119,0.279,0.171,1
"Ccdc115",0.00378835924021878,0.625376769167064,0.395,0.287,1
"Oca2",0.00379728812331966,-2.9330439441016,0.006,0.05,1
"Mettl5",0.00380114002365537,0.679932932789153,0.351,0.238,1
"Dpp8",0.00381620837011684,0.718486173558546,0.335,0.232,1
"Midn",0.00381923973871203,0.849857934231465,0.26,0.166,1
"Upb1",0.00382220319655307,-1.73510456648969,0.022,0.088,1
"Gm42829",0.00383089357638564,1.80692413822613,0.1,0.028,1
"Pum3",0.00383283059339599,0.608698028020434,0.411,0.271,1
"Wipf3",0.00383442216228402,0.404825694654784,0.777,0.624,1
"Sumf1",0.00383821016090715,0.818469958633761,0.279,0.171,1
"Pus7",0.00384553215664416,1.07551806940182,0.188,0.105,1
"Foxm1",0.00385351204916951,-2.9330439441016,0.006,0.05,1
"Cd9",0.00385885214564634,-0.405968311369591,0.674,0.74,1
"Slc39a1",0.00386037558324712,0.671818114057261,0.367,0.221,1
"Gm12371",0.00386335699965887,3.3117162902633,0.091,0.006,1
"Ppp1r2",0.00387061434535578,0.360420374204394,0.915,0.796,1
"2810049E08Rik",0.00387758996213099,2.18243327331834,0.091,0.011,1
"Akr1c18",0.00389129085761982,2.3117162902633,0.078,0.017,1
"March11",0.00389495448394363,1.16105962252577,0.169,0.083,1
"Ap4b1",0.00390439817383094,0.863611089298795,0.245,0.155,1
"Zfp764",0.00391252512619146,1.98978819537594,0.091,0.022,1
"Zfp626",0.00391252512619149,1.98978819537594,0.091,0.022,1
"Sntg2",0.00392673506062528,1.70599522937535,0.103,0.039,1
"Ercc2",0.003935632125613,0.779674103817929,0.288,0.193,1
"Fam3a",0.0039435026096481,0.756168518616238,0.31,0.199,1
"Amt",0.00397777396573243,0.914237162368764,0.232,0.144,1
"Htr3a",0.00397961035067487,1.94796801968131,0.094,0.022,1
"Rad52",0.00398250724396304,0.941425173814541,0.223,0.133,1
"Sec24a",0.00399693121711108,0.863611089298795,0.254,0.144,1
"Ppp2r3a",0.0040221110484802,0.66048057012298,0.367,0.254,1
"Nudt22",0.00404892072374218,1.09997111312636,0.182,0.088,1
"2210408I21Rik",0.00405766438432638,1.23688105734071,0.16,0.066,1
"Crlf3",0.00405814267527056,1.23688105734071,0.154,0.066,1
"Zfyve26",0.00406970547279469,1.06995854405992,0.194,0.083,1
"Mllt10",0.00407283607845778,0.615392680594442,0.404,0.26,1
"Cd46",0.00409192295153402,1.53998527793642,0.122,0.039,1
"C9orf72",0.00409393197222251,0.698448420322001,0.332,0.243,1
"Gm49492",0.00410755509860724,2.5043613682057,0.085,0.011,1
"Nckap5l",0.0041152139605311,0.972510203944105,0.21,0.122,1
"Tor1aip2",0.00411822781168075,0.447405483393622,0.596,0.503,1
"Pcca",0.00412113701099537,0.626351892584309,0.414,0.282,1
"Trmu",0.00412605092570075,0.845398286040765,0.263,0.155,1
"Cenpc1",0.00412616346851351,0.886977389792164,0.248,0.138,1
"Ybx3",0.00412981204482797,0.544071078007669,0.486,0.348,1
"Gm40841",0.0041389267742761,1.5747506960971,0.113,0.039,1
"Tmco1",0.00414977685423986,0.401328250418557,0.68,0.569,1
"Synrg",0.00415218886585923,0.507332934736989,0.511,0.398,1
"Gcdh",0.0041623757650802,0.634945478015843,0.395,0.243,1
"Ddx28",0.0041624244115203,0.767395774039492,0.285,0.193,1
"Usp28",0.00416439420383828,0.718486173558546,0.335,0.215,1
"Gdap2",0.00416600089746106,0.609247940373533,0.401,0.282,1
"Ibtk",0.00417541103820237,0.890252521825026,0.251,0.127,1
"Shmt2",0.00417704135819089,0.731771864308771,0.31,0.204,1
"Hecw2",0.0041788262800919,0.629892250289557,0.411,0.276,1
"Itfg2",0.00418173780712845,0.755900135201663,0.304,0.199,1
"Jarid2",0.00418194364967709,0.61377258492628,0.414,0.276,1
"Ssh1",0.00418620994080374,0.919398867484542,0.229,0.138,1
"L3mbtl3",0.00418812851688549,0.755618606263138,0.317,0.182,1
"Stk3",0.00419244926491244,1.18243327331834,0.163,0.072,1
"Zfp949",0.00421367008422914,0.792486755002323,0.285,0.177,1
"Gm6277",0.00422129609761852,1.66048057012298,0.107,0.033,1
"Kctd18",0.00422789953505026,0.970929168124624,0.213,0.116,1
"Tatdn2",0.00423574418436006,1.0785974623338,0.182,0.094,1
"Armcx5",0.00423856275789056,0.649001073237262,0.37,0.249,1
"Smpdl3a",0.00423907861957469,0.556628677822672,0.527,0.365,1
"Gm37305",0.00424084218833551,1.80692413822613,0.1,0.022,1
"Irak2",0.00424750436812113,0.972510203944105,0.216,0.11,1
"Zfat",0.00425461139983886,1.69700644614809,0.103,0.033,1
"Aqp1",0.00427086817114284,-1.73956421468039,0.05,0.083,1
"Haus2",0.00427510229344677,0.684933613847519,0.342,0.232,1
"Anks1",0.00428046073965578,0.756168518616238,0.304,0.215,1
"Atxn3",0.00428319407727987,0.863611089298795,0.248,0.138,1
"Prss22",0.00428883255941266,3.26989611456868,0.088,0.006,1
"Gm28151",0.00429544040602094,1.38406713448799,0.135,0.05,1
"Sntg1",0.00429600270846667,1.38406713448799,0.132,0.05,1
"Csrnp1",0.00429600270861118,1.38406713448799,0.132,0.05,1
"Rnf2",0.00430421210203065,0.699832490226858,0.348,0.221,1
"Zfp7",0.00430715599319577,3.22682739267679,0.097,0.006,1
"Zfp2",0.00431847376546917,0.656364461650748,0.354,0.243,1
"Prrc1",0.00432658949257959,0.832687234291211,0.266,0.171,1
"Lrp6",0.0043503437434067,0.64401335853421,0.389,0.254,1
"Rbm28",0.00435743879616133,0.496093752222098,0.52,0.436,1
"Pde12",0.0043685897288504,0.822890886631196,0.27,0.155,1
"Ermp1",0.00436880585051727,0.526387674535697,0.505,0.354,1
"Usp53",0.00437255367864117,0.908258309879342,0.232,0.122,1
"Strip2",0.00437323690154633,-0.620401451701886,0.411,0.508,1
"2310022B05Rik",0.00437396482162718,0.470129733386399,0.614,0.486,1
"Tmtc2",0.00438291293098356,1.33771149879625,0.135,0.055,1
"Cd164",0.00439114770288073,0.455053727981328,0.592,0.459,1
"Unk",0.0043954802651953,0.716411845320687,0.332,0.204,1
"Fra10ac1",0.00440571289268973,0.707274781601921,0.332,0.227,1
"Abhd2",0.00440765256473259,0.512428649473813,0.539,0.381,1
"Stag1",0.00441005290729554,0.723001654681039,0.32,0.21,1
"Ovgp1",0.00443043322455962,1.62300586470432,0.113,0.033,1
"3110082I17Rik",0.00443607369148229,0.962652065438426,0.216,0.099,1
"Gm9885",0.00444022582551735,1.15818572707166,0.166,0.072,1
"Gmeb1",0.00444319488948915,0.998721320145948,0.21,0.099,1
"Gnal",0.00444392822911565,-0.425560196058161,0.784,0.735,1
"Pdgfc",0.00444479521274997,1.26989611456868,0.147,0.055,1
"Yif1a",0.00444560355568382,0.61377258492628,0.404,0.293,1
"Gnpda2",0.00444937556375012,0.618018150001265,0.389,0.298,1
"C2cd2",0.00447056906885315,1.05690239123448,0.185,0.088,1
"Angptl6",0.00448310831412404,0.743744505974846,0.32,0.166,1
"Zbtb21",0.00448326935561777,1.0785974623338,0.182,0.083,1
"Smim22",0.00448561785856179,-2.62492164873927,0.009,0.05,1
"Firre",0.00448621465898552,0.664302281075388,0.376,0.249,1
"Ufsp1",0.00448647872645245,0.746334158511663,0.32,0.188,1
"2700097O09Rik",0.00448951607435002,0.970929168124624,0.213,0.099,1
"Acad11",0.00449010874637374,0.732630355878815,0.313,0.188,1
"Orc3",0.0044917415110722,0.710364829003113,0.32,0.215,1
"Tor1b",0.00449614500412525,0.667860100488578,0.354,0.232,1
"Diablo",0.00449879750217296,0.552271353167084,0.458,0.337,1
"Lrrc38",0.00450892633777342,2.03043017987329,0.085,0.022,1
"Plpp4",0.00451810627523628,1.12433031875477,0.169,0.099,1
"Fbxo42",0.00451975896804814,0.639640226841119,0.379,0.265,1
"Gan",0.00452127344900261,0.98978819537594,0.204,0.105,1
"Cd59a",0.00454386442132561,-0.757860480557396,0.204,0.287,1
"Riiad1",0.00456713434781439,1.00686170873488,0.204,0.11,1
"Hibch",0.00457834236265046,0.811789893397945,0.26,0.166,1
"Garem2",0.00458221838594748,0.930894506322371,0.229,0.105,1
"5330417C22Rik",0.00460277293194102,0.64401335853421,0.389,0.254,1
"Apln",0.00460414450055792,0.808037758536838,0.27,0.166,1
"Dusp18",0.00461091793909788,0.935340411353563,0.226,0.122,1
"Fnip1",0.00461601464410471,0.51090421407247,0.498,0.381,1
"Obscn",0.00463511601667812,2.45545176772475,0.088,0.011,1
"Glt1d1",0.0046421942784266,0.90941477891192,0.245,0.116,1
"Prdm4",0.00465111816661494,0.745369467709494,0.313,0.193,1
"Gmip",0.00466191393553289,1.43877302657812,0.125,0.044,1
"Etfdh",0.00466613894999229,0.701807432411915,0.32,0.221,1
"Zfp362",0.00466692772423151,0.606459555824434,0.411,0.265,1
"Cdk8",0.00468776119181991,0.665755512163655,0.354,0.238,1
"Hdhd5",0.00469812256230337,0.808037758536838,0.263,0.177,1
"A230056P14Rik",0.00469975576212908,2.18243327331834,0.082,0.017,1
"Mtr",0.00470806938532821,1.094970432068,0.176,0.083,1
"C330018D20Rik",0.00472032715479988,0.979940409419593,0.201,0.105,1
"Pcdhb17",0.00472851446138989,1.01893454103546,0.197,0.094,1
"Pan2",0.00473186621120872,0.805869921854128,0.282,0.155,1
"Tmem185b",0.00473689157269888,0.767395774039492,0.282,0.199,1
"Esyt2",0.00474622960259817,0.667860100488578,0.345,0.232,1
"Atl3",0.00475430126966752,0.755322941738917,0.298,0.182,1
"Ece1",0.00478533012543781,0.570037542474067,0.436,0.32,1
"Bahd1",0.0047878585226244,0.655369156305381,0.367,0.26,1
"Klf10",0.00483848422199103,0.890252521825026,0.235,0.144,1
"Zfp236",0.00485661505283956,0.684933613847519,0.335,0.221,1
"D930016D06Rik",0.00485915558913082,0.857593583011071,0.245,0.16,1
"Ngf",0.00486192683342584,2.45545176772475,0.082,0.011,1
"Smo",0.00486447913087604,1.18243327331834,0.154,0.083,1
"Fastkd1",0.00488782391209018,1.04303021665292,0.185,0.094,1
"Nup35",0.0048924119435507,0.651918556619556,0.357,0.243,1
"Ogfr",0.00489319086319591,0.544071078007669,0.461,0.348,1
"Ikzf5",0.00489548379822533,0.767395774039492,0.298,0.171,1
"Ankrd54",0.0049190447974903,0.857593583011071,0.251,0.144,1
"Mid1ip1",0.00492708608472435,0.335549987074095,0.824,0.685,1
"Mri1",0.00496327250771419,1.05032973731099,0.182,0.099,1
"Cmbl",0.00496416969656319,1.12433031875477,0.182,0.072,1
"Gpatch2",0.00497306270643884,0.908258309879342,0.238,0.105,1
"Pkn1",0.00497972739040789,0.529704216320162,0.467,0.354,1
"Ell",0.0049844811620762,0.793158870104574,0.288,0.16,1
"Tmod1",0.00498492708019477,0.456426891141997,0.605,0.53,1
"Foxd1",0.00499494654555494,-2.4956386317943,0.013,0.05,1
"Fmnl2",0.00499972177329826,0.566348255101399,0.436,0.348,1
"Steap1",0.00500354345288395,-3.62492164873927,0.003,0.044,1
"Cat",0.00500946848818153,0.488536401044016,0.539,0.409,1
"Llgl1",0.00501112452196363,0.493001506041151,0.517,0.42,1
"2410018L13Rik",0.00501161224428003,2.08932386892685,0.088,0.017,1
"2310039H08Rik",0.00503486614979447,0.719699032008196,0.307,0.199,1
"Ralb",0.00503772381729674,0.879041129868401,0.238,0.149,1
"Gm5148",0.00504960103033749,1.5043613682057,0.122,0.039,1
"9330158H04Rik",0.00505951385840506,1.47521502254618,0.119,0.044,1
"4930563E22Rik",0.00506014912261192,1.90489929778943,0.091,0.022,1
"Jmjd8",0.0050804031832328,0.741860681932355,0.295,0.193,1
"Rdh11",0.00508101108171409,0.690580176988661,0.317,0.227,1
"Zfp39",0.00508298183127241,1.32539122716038,0.141,0.044,1
"Gm28050",0.00508513002975559,1.11317061088122,0.166,0.083,1
"Acsl1",0.0050915866503186,0.519791408775304,0.489,0.387,1
"Lrp1b",0.00509989078966381,0.684933613847519,0.329,0.238,1
"Larp7",0.00510312981361135,0.743148227792815,0.298,0.188,1
"Fam20a",0.0051148997854409,0.845398286040765,0.248,0.149,1
"Ubr7",0.00511619599352671,0.705995229375349,0.329,0.21,1
"Lcat",0.00513644510738353,0.629233334981968,0.408,0.293,1
"Sec22a",0.00515975366604885,0.679932932789153,0.329,0.254,1
"Prxl2c",0.00518237013839604,0.896129088161695,0.235,0.122,1
"Utp25",0.00518278752032218,0.896129088161695,0.229,0.122,1
"Mapk7",0.00519174725036212,0.913616514890536,0.219,0.122,1
"Tctex1d2",0.005199766161899,0.548082745635016,0.458,0.331,1
"Sema6d",0.00520995624908973,0.528711229621447,0.486,0.37,1
"Trim17",0.0052148656280234,1.38406713448799,0.125,0.05,1
"Tyrobp",0.00524231063753085,0.368960242097778,0.746,0.613,1
"Nup93",0.00525503265533679,0.828149805118588,0.257,0.16,1
"Zzz3",0.00526054846093505,0.549215603989959,0.461,0.32,1
"Hps6",0.00526743564606735,1.62300586470432,0.103,0.033,1
"Smad3",0.00528114890767714,0.600285788204234,0.395,0.282,1
"Plcd3",0.0052915166392167,1.35235827476065,0.129,0.05,1
"Prkaa1",0.00529501664455779,0.676247885981297,0.332,0.227,1
"Tmem238",0.0053076975608514,1.11317061088122,0.169,0.077,1
"Wdr25",0.00531051636425841,1.86050517843097,0.097,0.022,1
"Xrcc6",0.00536661060839116,0.842946807046669,0.251,0.133,1
"Sp4",0.00537286742940262,0.980799412148685,0.21,0.094,1
"Bcs1l",0.00540417214373826,0.688785939343126,0.32,0.221,1
"Mid2",0.00540726905796163,0.711686341453205,0.304,0.227,1
"Cdkn2aip",0.00541254808076049,0.955022777215264,0.207,0.116,1
"Gstm2",0.00542224373172449,-1.81756672668166,0.022,0.072,1
"Ggcx",0.00545925649564508,1.3079641554022,0.135,0.05,1
"Dnajc17",0.0054594076363472,0.809215949734119,0.263,0.16,1
"Ninl",0.00546607399800332,2.40482569465478,0.082,0.011,1
"A330102I10Rik",0.00546841576427908,1.58453171688968,0.107,0.033,1
"Plch1",0.00546841576438199,1.58453171688968,0.107,0.033,1
"Ano3",0.00546843060292741,-0.409908757768418,0.702,0.663,1
"Plxnb2",0.00547210379068683,0.470299532132065,0.567,0.453,1
"Asnsd1",0.00547634743416248,0.714153752762513,0.317,0.204,1
"Rbm20",0.00548031534402626,2.5043613682057,0.075,0.006,1
"Znhit6",0.00548348094186564,0.98978819537594,0.191,0.099,1
"Sfxn1",0.0054836412865416,0.462541192511071,0.608,0.414,1
"Pold2",0.00548394985431736,0.822890886631196,0.26,0.166,1
"Ppp4r1",0.00548399383890285,0.659755050851522,0.345,0.238,1
"Ttll4",0.00550415698482857,1.05690239123448,0.179,0.083,1
"Gtf2h3",0.00550764695102379,0.972510203944105,0.204,0.116,1
"Pcbd1",0.00550874582006986,0.874310977956004,0.235,0.127,1
"Ankrd28",0.00550940914970096,0.536782845898076,0.467,0.359,1
"Sdk1",0.00553483312667365,1.90489929778943,0.088,0.022,1
"Ranbp2",0.00554636072755904,0.924937051025972,0.219,0.122,1
"Ccn4",0.0055468688923171,3.13662958370521,0.085,0.006,1
"Slco2b1",0.00555319685090876,0.767395774039492,0.292,0.149,1
"Cdkn1b",0.00557476878465068,0.690580176988661,0.326,0.199,1
"Idh1",0.00558526839149582,0.534593569625113,0.473,0.343,1
"As3mt",0.00559643372778033,0.796250636711677,0.26,0.171,1
"Prkg2",0.00560793881817906,1.53607022793304,0.113,0.033,1
"Alg12",0.0056125966674008,1.23688105734071,0.147,0.055,1
"Cep350",0.00561505136457354,0.795410150209089,0.263,0.171,1
"Mlh3",0.00563923444523379,0.925657857956224,0.213,0.11,1
"Zc3h4",0.00566852843220202,0.550408735725135,0.448,0.32,1
"Tnfsf12",0.00567223353188415,1.04303021665292,0.185,0.083,1
"Lst1",0.00567765255402044,0.795410150209089,0.263,0.16,1
"Pde8a",0.0057074726925216,-0.705091997423252,0.216,0.287,1
"Toe1",0.0057202029376704,0.95182034517692,0.204,0.11,1
"Cited1",0.00573069421424754,1.53998527793642,0.11,0.033,1
"Wbp1l",0.00573624316327565,0.634945478015843,0.361,0.26,1
"Gtf3c5",0.00575607139398201,0.886977389792164,0.232,0.122,1
"Zbtb34",0.00576444035777964,0.894307886521712,0.226,0.138,1
"Eya2",0.00577046673912693,2.08932386892685,0.082,0.017,1
"Tbc1d20",0.00577813615576204,0.463204043448939,0.558,0.459,1
"Ppp1r3g",0.0057805674305499,1.18243327331834,0.147,0.072,1
"Sh2b3",0.00580188312394034,0.813199463652617,0.254,0.149,1
"Zik1",0.00580678956746162,0.941425173814541,0.21,0.122,1
"Spty2d1",0.00583087389867852,1.08932386892685,0.169,0.077,1
"Atxn7",0.00583407078499041,0.866931447590407,0.232,0.138,1
"Rgs10",0.00584755565326122,0.35163275548919,0.768,0.619,1
"Zfp62",0.00587118038372701,0.632466193953384,0.37,0.265,1
"March8",0.0058721182588158,0.525320986841344,0.455,0.354,1
"Nol10",0.00587242355480054,0.814701488817849,0.254,0.149,1
"A230077H06Rik",0.00589787197329204,2.40482569465478,0.078,0.011,1
"Cnppd1",0.00591250269369304,0.646089477817359,0.37,0.265,1
"Specc1l",0.00596827801624578,0.667860100488578,0.351,0.238,1
"Dnajb2",0.00597539961020941,0.381997765200522,0.677,0.624,1
"Rab33b",0.00597769518689976,0.56430390866198,0.429,0.293,1
"Ryr1",0.00600910413641858,-0.817566726681664,0.135,0.254,1
"Hexim2",0.00601442595432814,1.04916674245487,0.182,0.088,1
"Dnttip2",0.00601564210617946,0.714153752762513,0.313,0.21,1
"Arsg",0.00602444755616528,-0.653447346920557,0.245,0.32,1
"Gjc3",0.00603468721631099,-0.527051584425763,0.382,0.431,1
"Pcolce",0.00604458493439905,-1.07282378192374,0.085,0.16,1
"Trmt10b",0.00605464547166455,0.979940409419593,0.191,0.105,1
"Zswim6",0.00605629855858299,-0.568394974229616,0.329,0.425,1
"Ddx31",0.00606343243819568,1.68493361384752,0.097,0.028,1
"Kcnk10",0.00606343243820697,1.68493361384752,0.097,0.028,1
"Gramd2",0.00607210337592882,2.04041426844591,0.088,0.017,1
"Zfp830",0.00608076733267368,1.18243327331834,0.15,0.066,1
"Cdc25a",0.0060846088979257,1.86050517843097,0.088,0.022,1
"Pip5kl1",0.00608460889792576,1.86050517843097,0.088,0.022,1
"Tgfb3",0.00610459763392402,1.04303021665292,0.182,0.088,1
"Scaf8",0.00611106708610951,0.59747077259718,0.401,0.26,1
"Pcyox1l",0.00612270859088283,1.04303021665292,0.176,0.094,1
"Dctpp1",0.00612520517937769,0.49890693811359,0.517,0.387,1
"Rnf31",0.00613705118858869,0.863611089298795,0.235,0.133,1
"Fbxo8",0.00617723598553058,0.554402050705294,0.423,0.337,1
"Tmem237",0.00619054981110605,0.694639431604178,0.354,0.227,1
"Tmem243",0.00620011861666939,0.83224691838946,0.232,0.155,1
"Gm47033",0.00620530532403755,3.08932386892685,0.082,0.006,1
"Lrrc61",0.006208432114527,0.754339621214046,0.273,0.182,1
"Utp20",0.00621897739218754,1.01893454103546,0.182,0.105,1
"Stn1",0.00623467898382241,0.793158870104574,0.27,0.16,1
"Gm29650",0.00623609408281286,1.46783549218058,0.119,0.039,1
"5031434O11Rik",0.00623609408281288,1.46783549218058,0.119,0.039,1
"Mafk",0.00624109018581342,1.41509403010861,0.116,0.05,1
"Slc37a4",0.00626295198958062,0.684933613847519,0.339,0.221,1
"Itga6",0.00626927185243251,0.742521105400463,0.279,0.204,1
"1700030J22Rik",0.00629799686042582,1.43877302657812,0.113,0.044,1
"4833415N18Rik",0.00630318081855254,-1.08060113251546,0.078,0.16,1
"Zfp579",0.00632039287862406,0.698683023955478,0.31,0.204,1
"Frmd8",0.00632470703678113,-0.55453232084787,0.323,0.436,1
"Dcaf13",0.0063536174136926,0.641864891955633,0.367,0.243,1
"Rfesd",0.00636354526230347,0.782346115505463,0.266,0.149,1
"Klhl25",0.00636579426238862,1.18243327331834,0.147,0.061,1
"Zhx3",0.0063791573134732,0.646714291617029,0.354,0.249,1
"Eno1b",0.00642693677678235,0.740428726439223,0.282,0.182,1
"Ak2",0.00642912584790271,0.588857642292472,0.401,0.265,1
"Riok2",0.00644975138752777,0.681239130289778,0.326,0.21,1
"C2cd4b",0.00646662793645044,2.35235827476065,0.082,0.011,1
"Morc4",0.00646781028489874,2.35235827476065,0.078,0.011,1
"Cda",0.00646781028491012,2.35235827476065,0.078,0.011,1
"Gm15879",0.00646781028495207,2.35235827476065,0.078,0.011,1
"Gm45311",0.00646828996581473,2.04041426844591,0.082,0.017,1
"D5Ertd579e",0.00647044250663603,0.402441074209579,0.674,0.519,1
"Calhm5",0.00648725439902425,1.62300586470432,0.097,0.033,1
"Gm17484",0.00649619229234681,1.53998527793642,0.103,0.039,1
"Map3k11",0.00650950008645573,0.705995229375349,0.304,0.182,1
"Pfas",0.00651227224499674,1.01025229793566,0.197,0.077,1
"Plcd1",0.006512640090575,0.906798830704909,0.213,0.11,1
"Heca",0.00651315402192019,0.663559963054952,0.329,0.221,1
"A430035B10Rik",0.00651534910070967,1.81470148881785,0.091,0.022,1
"Gfpt2",0.0065185889558832,1.31993679706827,0.125,0.05,1
"Tiparp",0.00654234902700672,1.01250827187602,0.185,0.083,1
"Zfp641",0.00655235388045311,1.27759050635868,0.132,0.055,1
"Dbr1",0.00655331068000391,0.857032986524169,0.235,0.127,1
"St6gal1",0.00656539970025616,1.0785974623338,0.169,0.083,1
"Fbxo17",0.00658382293202607,1.72675378954215,0.091,0.028,1
"Disp1",0.00660856357472801,1.46783549218058,0.11,0.039,1
"Olfr1393",0.00662199318856808,-2.19607834993539,0.013,0.055,1
"AU022252",0.00662743374220264,0.690580176988661,0.304,0.227,1
"Gcnt2",0.0066531946697561,-0.633142155544237,0.279,0.37,1
"Lims1",0.00665951963079807,0.644337377635154,0.354,0.227,1
"Hrh3",0.00667942224265948,0.399876478683051,0.734,0.619,1
"Ifit2",0.00668672223372008,1.68493361384752,0.094,0.028,1
"Aptx",0.00669165930689633,0.586823528397671,0.398,0.287,1
"Fggy",0.00669378031194005,0.860505178430974,0.235,0.138,1
"Myrf",0.00669479894708758,-0.518722244907343,0.364,0.448,1
"Gm32817",0.00670211255675801,-1.23260422596051,0.053,0.116,1
"Eif4ebp1",0.00671308333940398,1.07225035556791,0.166,0.083,1
"4930539E08Rik",0.00673606332401129,3.04041426844591,0.082,0.006,1
"Casp2",0.00673711318549897,1.06507632268018,0.166,0.077,1
"Tedc2",0.00673711318558729,1.06507632268018,0.163,0.083,1
"Ror1",0.00674292184326831,-1.9330439441016,0.016,0.066,1
"Ssh3",0.0067498103964439,2.40482569465478,0.072,0.011,1
"Zfp658",0.00675780137638928,1.54500335270304,0.103,0.033,1
"Rccd1",0.00675780137638928,1.54500335270304,0.103,0.033,1
"Nsun5",0.00678327378389457,0.878427086428236,0.216,0.122,1
"Shld1",0.00679249849447034,0.848014234247777,0.232,0.144,1
"Gm39469",0.00679527601510871,1.00059495033252,0.182,0.094,1
"Fam151b",0.00681463189616391,0.939862970044258,0.197,0.105,1
"Rangrf",0.00682772823788771,0.641864891955633,0.354,0.232,1
"2310010J17Rik",0.00682983191133706,0.79910463376683,0.241,0.16,1
"Car11",0.00685483940211684,0.295147235649329,0.937,0.746,1
"Inppl1",0.00688325853108751,0.628233026367867,0.37,0.243,1
"Gatc",0.00688576251211948,0.701807432411915,0.31,0.21,1
"4732414G09Rik",0.00688644377865351,2.35235827476065,0.075,0.011,1
"Zfp266",0.00689492364808342,0.670098572684577,0.326,0.21,1
"Gpsm2",0.00689754889825785,0.870489267003595,0.219,0.133,1
"Rnf32",0.00691589894411367,1.02196860112509,0.176,0.094,1
"Mospd1",0.00693427536371475,0.798092571262409,0.254,0.144,1
"Gpank1",0.00693526962902892,0.71586547339941,0.301,0.166,1
"Npy5r",0.0069526561613233,1.18243327331834,0.147,0.055,1
"A330009N23Rik",0.00697572180493534,0.781895343734607,0.26,0.149,1
"Atp2b3",0.00703024271312379,1.07225035556791,0.169,0.077,1
"Zcchc3",0.00704041515274701,0.919398867484542,0.201,0.122,1
"Dtwd1",0.00704437473960637,0.891384491314946,0.21,0.133,1
"Synm",0.00704533589476405,0.688785939343126,0.32,0.199,1
