"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Dhx32",0.0911956894142378,0.318637656916647,0.464,0.387,1
"Uxt",0.0914780720147515,0.473664570982782,0.251,0.166,1
"Nfkbia",0.0916564940083245,0.408314680734664,0.323,0.249,1
"Fst",0.0918589522244452,0.80692413822613,0.097,0.055,1
"Atp1b3",0.0918715913439828,0.189419703634443,0.812,0.773,1
"Slc13a3",0.0920773338329795,0.568491705625414,0.21,0.171,1
"Cdca7",0.0921192318683345,0.882872991459428,0.085,0.061,1
"Cmya5",0.0922611653567031,0.72992106862083,0.113,0.061,1
"Ccnf",0.0924480453954582,0.937320775481805,0.075,0.033,1
"Zc2hc1c",0.0925571901263531,1.40482569465478,0.038,0.011,1
"Gm39121",0.0925571901263539,1.40482569465478,0.038,0.011,1
"A930037H05Rik",0.0925571901263542,1.40482569465478,0.038,0.011,1
"Gm17634",0.0925662647440522,1.26989611456868,0.044,0.017,1
"B130034C11Rik",0.0925662647440524,1.26989611456868,0.044,0.017,1
"Fbln5",0.0927096132309449,-0.817566726681664,0.078,0.099,1
"Atpsckmt",0.0928688376329179,0.565761912869842,0.172,0.122,1
"Erf",0.0928929152141243,0.339974550304816,0.408,0.337,1
"Aff3",0.0929285360364349,0.322914496868166,0.451,0.337,1
"Gm17322",0.0930980755013402,0.919398867484542,0.075,0.044,1
"Prim1",0.0935527120732565,0.705995229375349,0.119,0.077,1
"Abcb1a",0.0935874985539827,0.46073443580544,0.266,0.193,1
"Hic2",0.0935891995834581,0.814701488817849,0.094,0.05,1
"Grrp1",0.0935904260184729,0.870489267003595,0.088,0.033,1
"Rhou",0.0936567475872287,0.343324462895587,0.417,0.343,1
"Dph2",0.093696651386723,0.548082745635017,0.179,0.127,1
"Zgrf1",0.0938709927356947,1.10843269187456,0.053,0.022,1
"2510046G10Rik",0.093870992735695,1.10843269187456,0.053,0.022,1
"9130019O22Rik",0.093870992735695,1.10843269187456,0.053,0.022,1
"Sox7",0.0938709927356951,1.10843269187456,0.053,0.022,1
"Gm4419",0.0938709927356954,1.10843269187456,0.053,0.022,1
"Ern1",0.0938709927356958,1.10843269187456,0.053,0.022,1
"Brca2",0.0938709927356977,1.10843269187456,0.053,0.022,1
"Pggt1b",0.0940522026628222,0.464833004019061,0.238,0.171,1
"Arsk",0.0942891761616292,0.767395774039493,0.1,0.066,1
"Poc1b",0.0943901098570046,1.01893454103546,0.066,0.028,1
"Sp1",0.0944530032977071,0.523470191153403,0.191,0.149,1
"Tfr2",0.0947526282301367,0.72992106862083,0.11,0.061,1
"0610040B10Rik",0.0948085566633848,0.67428636964801,0.125,0.077,1
"Itih2",0.0950816159487771,-1.66556363323661,0.013,0.028,1
"2010001A14Rik",0.095315247898244,0.496093752222098,0.226,0.155,1
"Ercc4",0.0954751061103054,0.479415011075468,0.223,0.177,1
"Slfn2",0.0957482323195717,-1.23260422596051,0.019,0.055,1
"Lrp4",0.0961026269613696,0.623005864704317,0.15,0.094,1
"Gas2",0.0961026269613703,0.623005864704317,0.15,0.094,1
"Erich3",0.0961647719576365,0.634945478015843,0.138,0.094,1
"C630043F03Rik",0.0961788371607188,-0.917102400232578,0.041,0.077,1
"Xrra1",0.0963327936876346,-1.08060113251546,0.025,0.061,1
"Arrdc4",0.0963349282165234,0.649559283745634,0.135,0.077,1
"Itih5",0.0963471789151195,0.471939890513321,0.226,0.171,1
"Kdr",0.0963686999113296,0.458764501765587,0.26,0.193,1
"Map3k13",0.096409233775716,0.513078585306807,0.21,0.149,1
"Susd5",0.0965072249410672,0.852284671626006,0.085,0.055,1
"Acss1",0.0965314291696815,0.479415011075468,0.226,0.16,1
"Fktn",0.0965747325455203,0.33053191230747,0.401,0.309,1
"Rps6ka1",0.0966564445407892,0.582971202902065,0.166,0.122,1
"2810021J22Rik",0.0967407151442274,0.697006446148094,0.116,0.072,1
"Hltf",0.0969527948854389,0.471939890513321,0.235,0.16,1
"Zfp341",0.0971484091228658,0.536070227933036,0.188,0.127,1
"Bin2",0.0975312479572542,0.697006446148094,0.116,0.066,1
"Hs6st2",0.0978681494119473,0.303332706670549,0.524,0.448,1
"6430584L05Rik",0.0979070437279857,1.64186489195563,0.031,0.006,1
"Samd3",0.0979070437280051,1.64186489195563,0.031,0.006,1
"Gm9796",0.0979070437280055,1.64186489195563,0.031,0.006,1
"Gm48768",0.0979070437280055,1.64186489195563,0.031,0.006,1
"Gm2721",0.0979070437280055,1.64186489195563,0.031,0.006,1
"C330013E15Rik",0.0979070437280055,1.64186489195563,0.031,0.006,1
"4833418N02Rik",0.0979070437280055,1.64186489195563,0.031,0.006,1
"Crybg2",0.0979070437280187,1.64186489195563,0.031,0.006,1
"Lck",0.0979070437280446,1.64186489195563,0.031,0.006,1
"Gm44214",0.0979070437280633,1.64186489195563,0.031,0.006,1
"Ppp1r42",0.0979070437280665,1.64186489195563,0.031,0.006,1
"9530052E02Rik",0.0979070437280763,1.64186489195563,0.031,0.006,1
"Crybg1",0.0979070437280803,1.64186489195563,0.031,0.006,1
"Lrrc25",0.0979070437281016,1.64186489195563,0.031,0.006,1
"Srpx2",0.0979070437281024,1.64186489195563,0.031,0.006,1
"Mmp23",0.0979070437281041,1.64186489195563,0.031,0.006,1
"Vsig10l",0.0979070437281064,1.64186489195563,0.031,0.006,1
"Lrmp",0.0979070437281218,1.64186489195563,0.031,0.006,1
"Tbxas1",0.0979070437281481,1.64186489195563,0.031,0.006,1
"Aspg",0.0979070437281485,1.64186489195563,0.031,0.006,1
"Theg",0.0979070437281727,1.64186489195563,0.031,0.006,1
"Gm15201",0.097907043728184,1.64186489195563,0.031,0.006,1
"Armcx6",0.0979541618694622,0.732630355878816,0.113,0.061,1
"Ptpn14",0.0983254742385116,0.860505178430973,0.082,0.05,1
"Traf5",0.0985068374466294,0.960040851981888,0.066,0.033,1
"Srl",0.0985068374466301,0.960040851981888,0.066,0.033,1
"Cldn1",0.0985362715447464,-1.62492164873927,0.009,0.028,1
"Gm13293",0.098536271544747,-1.62492164873927,0.009,0.028,1
"Omd",0.0985362715447475,-1.62492164873927,0.009,0.028,1
"Zbtb46",0.0986136396952195,0.882872991459428,0.078,0.039,1
"Cdh15",0.0986136396956377,0.882872991459428,0.078,0.039,1
"Rsl1",0.0986227130647601,0.882872991459428,0.075,0.039,1
"Map10",0.0986241416098254,0.882872991459428,0.078,0.033,1
"Zfp952",0.0990010505079203,0.442300400073447,0.241,0.188,1
"Blvrb",0.0992084005195933,0.368846397549217,0.332,0.271,1
"Lca5l",0.0992098896553217,1.18243327331834,0.047,0.017,1
"Carlr",0.0992098896553656,1.18243327331834,0.047,0.017,1
"Ppwd1",0.0995657362513103,1.05690239123448,0.056,0.028,1
"Lcorl",0.0995676486932682,0.479415011075468,0.229,0.155,1
"Ddx23",0.0998547388997758,0.67428636964801,0.122,0.077,1
"Traf3ip1",0.099952683094237,0.565761912869842,0.16,0.122,1
"Rdx",0.0999689857096978,0.243833817982479,0.596,0.514,1
"Gm32031",0.0999781980481019,0.701807432411916,0.122,0.061,1
"Nt5dc2",0.100170526875674,-0.484142992956472,0.182,0.21,1
"Itgb1",0.100182642760275,0.26919458523762,0.527,0.442,1
"Dhx40",0.1002192974433,0.350033221814404,0.351,0.315,1
"Traip",0.100293235876438,-0.343028215654158,0.32,0.376,1
"Rpusd3",0.100342638294227,0.538577083543611,0.176,0.127,1
"Cks2",0.100441400854536,0.767395774039493,0.097,0.05,1
"Zbed4",0.100441400854707,0.767395774039493,0.097,0.05,1
"Eed",0.100796086613915,0.451619906133725,0.245,0.182,1
"Sgtb",0.100914942773412,0.667860100488578,0.122,0.077,1
"Dapp1",0.101177382582942,0.98978819537594,0.063,0.028,1
"6720489N17Rik",0.101177382583286,0.98978819537594,0.063,0.028,1
"Zfp449",0.101177382583318,0.98978819537594,0.063,0.028,1
"Dynlrb2",0.10119668908509,-1.0976746458744,0.038,0.055,1
"Tgfbr1",0.101276293691454,0.370637008478957,0.335,0.271,1
"Cfh",0.101374739806154,-0.445597949294706,0.266,0.26,1
"Cep72",0.101634543538353,-1.05857482618546,0.031,0.055,1
"Chat",0.101634543605028,-1.05857482618546,0.028,0.061,1
"Angpt2",0.101900051801256,1.18243327331834,0.047,0.022,1
"Pdzd2",0.102174817583552,0.326479642935043,0.442,0.365,1
"Nfya",0.102488877960923,0.4339720403143,0.27,0.188,1
"Hepacam",0.102599808464693,0.211514337182285,0.699,0.685,1
"Cdkl1",0.102749975121468,0.814701488817849,0.085,0.05,1
"Cacng8",0.102749975121468,0.814701488817849,0.085,0.05,1
"Glis2",0.10320221252852,0.571475564064235,0.157,0.11,1
"Slc25a20",0.103207635600608,0.571475564064235,0.16,0.099,1
"Marveld1",0.103287507077559,0.59747077259718,0.163,0.083,1
"Ick",0.103344209423436,0.462541192511071,0.245,0.182,1
"D16Ertd472e",0.103397540716631,-0.535166995980939,0.129,0.182,1
"Sh3rf3",0.103412082350775,0.504361368205698,0.207,0.138,1
"C230035I16Rik",0.10355603515818,1.10843269187456,0.05,0.022,1
"Gm29521",0.103556035158181,1.10843269187456,0.05,0.022,1
"Bcl2l12",0.103556035158181,1.10843269187456,0.05,0.022,1
"Lgals4",0.103599102264029,1.26989611456868,0.041,0.017,1
"Trim11",0.103676208710516,0.357207674422044,0.348,0.282,1
"Sypl2",0.103723721174406,1.40482569465478,0.034,0.011,1
"Rinl",0.103723721174407,1.40482569465478,0.034,0.011,1
"Serpinb9",0.103765069217632,0.701807432411916,0.119,0.061,1
"BC025920",0.103904074556558,0.98978819537594,0.06,0.028,1
"2610316D01Rik",0.103904074556558,0.98978819537594,0.06,0.028,1
"Kirrel3",0.103958711374007,0.317082800013118,0.417,0.37,1
"BC030500",0.104014052091996,0.58960865482421,0.157,0.11,1
"Morn2",0.104134690272531,0.310757370293875,0.426,0.381,1
"Slc10a4",0.1043525265346,-0.781942816950943,0.075,0.144,1
"Tcf3",0.104569064943885,0.370060276494107,0.31,0.271,1
"Limch1",0.104592621338751,0.249159387119149,0.589,0.597,1
"Slc15a4",0.10465587218966,0.363763038032898,0.335,0.282,1
"Bhlhe41",0.10465971557337,0.303619619838393,0.461,0.359,1
"Znrd1as",0.104671133941521,0.627218115991232,0.135,0.088,1
"Crppa",0.104763930906641,0.641864891955633,0.132,0.083,1
"Ash2l",0.104807859221937,0.315458691949119,0.429,0.343,1
"Cdh1",0.104849396913267,-1.81756672668166,0.006,0.022,1
"Zfp595",0.104923317660159,1.10843269187456,0.05,0.022,1
"Fli1",0.105120452782435,-0.817566726681664,0.056,0.083,1
"Myo6",0.10533284337656,0.231901949582636,0.627,0.586,1
"Acsf2",0.10534150944114,0.726753789542146,0.103,0.061,1
"Col18a1",0.105506626308298,-0.817566726681664,0.056,0.088,1
"Colgalt2",0.105524144314444,0.882872991459428,0.075,0.033,1
"BB218582",0.105524144314504,0.882872991459428,0.072,0.039,1
"Rgs7bp",0.105577599485148,0.193766364125923,0.928,0.751,1
"Zswim4",0.10557809351764,0.55589166884578,0.166,0.105,1
"Zfp599",0.105732183674956,1.18243327331834,0.044,0.017,1
"Has3",0.105732183674956,1.18243327331834,0.044,0.017,1
"Tube1",0.105732183674957,1.18243327331834,0.044,0.017,1
"Fgf2",0.105732183674957,1.18243327331834,0.044,0.017,1
"Gm28424",0.105732183674957,1.18243327331834,0.044,0.017,1
"2700038G22Rik",0.105732183674957,1.18243327331834,0.044,0.017,1
"9530080O11Rik",0.105851114602494,1.64186489195563,0.028,0.006,1
"Zfp92",0.105851114602494,1.64186489195563,0.028,0.006,1
"Gm43137",0.105851114602494,1.64186489195563,0.028,0.006,1
"Bcl6b",0.105851114602494,1.64186489195563,0.028,0.006,1
"0610040F04Rik",0.105851114602494,1.64186489195563,0.028,0.006,1
"Cnga4",0.105851114602494,1.64186489195563,0.028,0.006,1
"4930507D05Rik",0.105851114602494,1.64186489195563,0.028,0.006,1
"Apobr",0.105851114602494,1.64186489195563,0.028,0.006,1
"Gm17753",0.105851114602495,1.64186489195563,0.028,0.006,1
"4921507P07Rik",0.105851114602495,1.64186489195563,0.028,0.006,1
"Ptgfrn",0.105885371911487,0.408501352798182,0.298,0.243,1
"Sycp2",0.106013907908883,1.76739577403949,0.025,0.006,1
"Snx33",0.106065069886494,-0.636994481039843,0.091,0.144,1
"Flvcr1",0.106305217385944,0.649559283745634,0.129,0.077,1
"Ankrd49",0.106376572488938,0.548082745635017,0.172,0.122,1
"Oma1",0.106521264448401,0.72992106862083,0.103,0.061,1
"P2ry14",0.106536253556617,0.819863193933627,0.082,0.044,1
"Kank1",0.106577440509674,0.487287854846757,0.226,0.138,1
"Gm38025",0.107035933587144,0.767395774039493,0.091,0.055,1
"Pim1",0.107224387266384,0.960040851981888,0.063,0.033,1
"Tonsl",0.107224387272726,0.960040851981888,0.066,0.028,1
"Kat2b",0.107266124966008,-0.407922486173039,0.238,0.282,1
"Fdxacb1",0.107274323588274,0.641864891955633,0.125,0.077,1
"Gm12326",0.107366776802475,-1.10707334387665,0.025,0.05,1
"Sin3a",0.10740038704184,0.4339720403143,0.254,0.193,1
"N4bp3",0.107663095924704,0.504361368205698,0.194,0.16,1
"Gm50431",0.10777971027864,0.541514366623165,0.169,0.116,1
"Cd55",0.107971048799712,0.882872991459428,0.078,0.028,1
"Zdhhc18",0.108260038541364,0.253750677819989,0.589,0.475,1
"Helq",0.108594247835305,0.588425632994173,0.147,0.094,1
"Gm42918",0.10872225698215,1.29791049073827,0.038,0.011,1
"Pfkfb1",0.108722256982431,1.29791049073827,0.038,0.011,1
"Mc4r",0.108722256982464,1.29791049073827,0.038,0.011,1
"Gm31518",0.108722256982538,1.29791049073827,0.038,0.011,1
"Gm16845",0.108722256982538,1.29791049073827,0.038,0.011,1
"Gm10649",0.108722256982599,1.29791049073827,0.038,0.011,1
"Pm20d1",0.10872225698267,1.29791049073827,0.038,0.011,1
"Gpr160",0.10872225698267,1.29791049073827,0.038,0.011,1
"Map3k8",0.10872225698267,1.29791049073827,0.038,0.011,1
"Gm45495",0.10894125915361,0.61853238812501,0.129,0.088,1
"Fancc",0.10927447093004,0.55589166884578,0.16,0.105,1
"Pold1",0.109327054566579,0.732630355878816,0.103,0.066,1
"Pik3r4",0.109537766369898,0.296832646055422,0.458,0.414,1
"Hmgcs2",0.109570842419777,-1.02401760414909,0.038,0.055,1
"Vsir",0.109580242572394,0.389758246565842,0.31,0.243,1
"Faap20",0.109622949527942,0.273035822099243,0.502,0.414,1
"Dcdc2a",0.109786937317456,0.641864891955633,0.129,0.099,1
"Shkbp1",0.109908265346016,0.470009863414922,0.207,0.177,1
"Ppp1r32",0.10994726227985,-1.40252922740282,0.016,0.033,1
"Tcf7l2",0.109993974583877,0.565761912869842,0.16,0.116,1
"Apool",0.110462306438571,0.641864891955633,0.122,0.083,1
"Thbs3",0.110584428982625,0.436189865564119,0.251,0.177,1
"Mfsd8",0.110802480934962,0.43959111281546,0.241,0.193,1
"Irf1",0.110807088760371,0.726753789542146,0.1,0.055,1
"Bdh2",0.111602895393503,-2.13949482156903,0.003,0.017,1
"Kap",0.111602895393504,-2.13949482156903,0.003,0.017,1
"Gm14455",0.111602895393504,-2.13949482156903,0.003,0.017,1
"Ccdc24",0.111602895393504,-2.13949482156903,0.003,0.017,1
"Gm32051",0.111602895393504,-2.13949482156903,0.003,0.017,1
"Pign",0.111653451229949,0.59747077259718,0.144,0.088,1
"Atp13a4",0.111664492799271,0.814701488817849,0.082,0.05,1
"Fam72a",0.111699933032738,0.898640307317744,0.069,0.033,1
"2310034G01Rik",0.111699933033067,0.898640307317744,0.069,0.033,1
"Mettl8",0.111732076149554,0.459967248847245,0.213,0.166,1
"4930539J05Rik",0.111751677785262,0.819863193933627,0.078,0.044,1
"Umps",0.11177160364499,0.442300400073447,0.238,0.177,1
"Mxra8",0.112137940025451,-0.917102400232578,0.041,0.066,1
"Pcdhb16",0.112137940025451,-0.917102400232578,0.041,0.066,1
"Spp1",0.112291975671748,0.560944896572066,0.232,0.177,1
"Kdm4b",0.112451904513539,0.244717551572679,0.564,0.492,1
"Blm",0.112965910576205,0.898640307317744,0.066,0.033,1
"Capn11",0.112965910576236,0.898640307317744,0.066,0.033,1
"Plod3",0.113042539511898,0.318088372675902,0.392,0.304,1
"Dipk1a",0.113106075109941,0.325037668761136,0.404,0.304,1
"Pigw",0.113213717367699,1.03043017987329,0.053,0.022,1
"Rsph3a",0.113213717367958,1.03043017987329,0.053,0.022,1
"Rpusd2",0.113213717367959,1.03043017987329,0.053,0.022,1
"Lamb3",0.113213717367959,1.03043017987329,0.053,0.022,1
"Gm9967",0.113213717367985,1.03043017987329,0.053,0.022,1
"Map7",0.113293028092472,0.233892872674883,0.602,0.586,1
"Btd",0.11346474710411,0.504361368205699,0.191,0.138,1
"Trim67",0.113488901497709,1.18243327331834,0.044,0.022,1
"B130046B21Rik",0.113558733780791,0.98978819537594,0.056,0.028,1
"Zfp619",0.113558733780792,0.98978819537594,0.056,0.028,1
"Slc9b2",0.113558733784552,0.98978819537594,0.06,0.022,1
"Wdr91",0.113605539850435,0.495023503626362,0.204,0.133,1
"Gm44386",0.113659796688973,-1.18013680606637,0.019,0.044,1
"Gm11110",0.113659796689716,-1.18013680606637,0.019,0.044,1
"Immp2l",0.113695226456309,0.55589166884578,0.154,0.11,1
"Lbhd1",0.113817017859079,0.767395774039492,0.088,0.05,1
"4930481A15Rik",0.11398989595247,0.882872991459428,0.069,0.039,1
"Aox1",0.11398989595247,0.882872991459428,0.069,0.039,1
"Capn3",0.11406438371639,0.767395774039493,0.091,0.05,1
"Zfp111",0.11406438371639,0.767395774039493,0.091,0.05,1
"Fbxo16",0.114107886757715,0.691446920806194,0.11,0.055,1
"Spi1",0.11410788675774,0.691446920806194,0.103,0.066,1
"Gsr",0.114614340582902,0.310757370293875,0.411,0.354,1
"P2ry13",0.114786252408305,0.58960865482421,0.15,0.105,1
"Pde4d",0.115069988352333,0.810464495931378,0.085,0.05,1
"Adamtsl4",0.115114769987537,-0.702089509261728,0.069,0.116,1
"Zfp407",0.115337477078323,0.588425632994173,0.141,0.099,1
"Zbtb39",0.115352388969985,0.660480570122981,0.113,0.072,1
"Zfp945",0.115503417254753,0.430360786761921,0.248,0.182,1
"Pradc1",0.11564165505456,0.318569961304365,0.433,0.331,1
"E230029C05Rik",0.115664031700916,0.882872991459428,0.069,0.039,1
"Dcp1a",0.11584391407347,0.426358856204425,0.251,0.171,1
"St18",0.116164729001274,-0.817566726681664,0.053,0.083,1
"Lipt2",0.116391439392683,0.578361949649476,0.138,0.099,1
"Atf1",0.116586872480617,0.483602808038901,0.197,0.138,1
"Ippk",0.116624392526378,0.409843769421408,0.263,0.188,1
"Xylb",0.116826761033389,0.960040851981888,0.06,0.033,1
"Nkx2-1",0.116902336417037,-1.08060113251546,0.038,0.055,1
"Pdk3",0.116917155633257,0.312201148288666,0.411,0.348,1
"Fam122a",0.116979597540758,0.660480570122981,0.11,0.072,1
"Msantd1",0.11724348704682,0.767395774039492,0.085,0.05,1
"Chrna2",0.117406896724096,1.40482569465478,0.031,0.011,1
"Acot4",0.117637294851051,1.18243327331834,0.044,0.011,1
"Pcdhb15",0.117637295478757,1.18243327331834,0.041,0.017,1
"Gm50394",0.117637295478758,1.18243327331834,0.041,0.017,1
"Gm19744",0.117936713938585,1.40482569465478,0.031,0.011,1
"Ifitm3",0.117957013034771,-0.310606737961781,0.451,0.42,1
"Rabep2",0.117959689395089,0.474199397695446,0.204,0.144,1
"1700048F04Rik",0.117995484273385,1.64186489195563,0.025,0.006,1
"Prok2",0.117995484273385,1.64186489195563,0.025,0.006,1
"Prdm1",0.117995484273385,1.64186489195563,0.025,0.006,1
"Pla2g3",0.118071716255826,1.29791049073827,0.034,0.011,1
"Irak4",0.118071716255826,1.29791049073827,0.034,0.011,1
"Dalir",0.118071716255827,1.29791049073827,0.034,0.011,1
"Mxd3",0.118071716255827,1.29791049073827,0.034,0.011,1
"Cpxm2",0.118071716255828,1.29791049073827,0.034,0.011,1
"Gm45250",0.118071716255828,1.29791049073827,0.034,0.011,1
"Layn",0.118071716255828,1.29791049073827,0.034,0.011,1
"Il16",0.118071716255828,1.29791049073827,0.034,0.011,1
"Inhba",0.118266241631293,0.545003352703044,0.169,0.133,1
"Ccdc141",0.118335513329123,0.571475564064235,0.147,0.099,1
"Ubiad1",0.118335513404601,0.571475564064235,0.154,0.088,1
"Icam2",0.118364105475904,0.641864891955633,0.119,0.077,1
"Elk3",0.118369986925804,0.541514366623165,0.166,0.105,1
"Mad1l1",0.118395017208275,0.504361368205699,0.191,0.133,1
"Tln2",0.118491661764849,0.246973525513047,0.555,0.547,1
"2900089D17Rik",0.118667047797054,1.03043017987329,0.05,0.022,1
"Sap25",0.119224798712737,0.465367236589835,0.207,0.16,1
"Kif27",0.119585573265244,-1.13949482156903,0.022,0.044,1
"Xkrx",0.119585573265246,-1.13949482156903,0.022,0.044,1
"Prima1",0.119585575667618,-1.13949482156903,0.019,0.05,1
"Uevld",0.119758924673821,0.633094682327901,0.122,0.077,1
"Cyp4f14",0.119761890757586,0.633094682327901,0.122,0.072,1
"Abcg2",0.119872955613296,0.459967248847245,0.207,0.166,1
"Zfp454",0.119929052728535,0.819863193933627,0.075,0.044,1
"Pgm3",0.120008219163341,0.588425632994173,0.144,0.088,1
"Fkbp15",0.12011943251327,0.404825694654784,0.263,0.21,1
"Reep6",0.120154344043391,0.545003352703044,0.157,0.099,1
"Btbd19",0.120291749948208,0.667860100488578,0.11,0.077,1
"Zfp758",0.120617632544208,0.691446920806194,0.1,0.066,1
"Ccdc84",0.120812407649732,0.484996043338767,0.201,0.138,1
"Chd7",0.120848409822198,0.814701488817849,0.082,0.044,1
"Frmd5",0.12118203646724,0.367788315330254,0.313,0.276,1
"Abcb4",0.121356237498254,0.826289463093061,0.075,0.039,1
"Ogg1",0.121356237498304,0.826289463093061,0.075,0.039,1
"Notum",0.121356237498401,0.826289463093061,0.075,0.039,1
"Evc",0.121374640689528,0.826289463093061,0.072,0.039,1
"Siah1b",0.121374640692652,0.826289463093061,0.072,0.039,1
"Odf3b",0.121483639655132,-1.4956386317943,0.013,0.028,1
"Uba6",0.1218863929771,0.438773026578122,0.238,0.149,1
"Htra4",0.121902655696168,1.5043613682057,0.028,0.006,1
"Slc44a4",0.121902655696168,1.5043613682057,0.028,0.006,1
"Ttc25",0.121902655696168,1.5043613682057,0.028,0.006,1
"Ccdc18",0.121902655696278,1.5043613682057,0.028,0.006,1
"Gm33045",0.121902655696279,1.5043613682057,0.028,0.006,1
"Pbld1",0.121902655696328,1.5043613682057,0.028,0.006,1
"Gli1",0.121902655696358,1.5043613682057,0.028,0.006,1
"Gm29675",0.121902655696385,1.5043613682057,0.028,0.006,1
"6430550D23Rik",0.121902655696397,1.5043613682057,0.028,0.006,1
"Rtl8c",0.121902655696416,1.5043613682057,0.028,0.006,1
"Junos",0.12190265569645,1.5043613682057,0.028,0.006,1
"Apobec1",0.12190265569645,1.5043613682057,0.028,0.006,1
"Nat1",0.12190265569645,1.5043613682057,0.028,0.006,1
"Gm8281",0.12190265569645,1.5043613682057,0.028,0.006,1
"5330413P13Rik",0.12190265569646,1.5043613682057,0.028,0.006,1
"Ttc41",0.12190265569656,1.5043613682057,0.028,0.006,1
"Smc2",0.122061133208395,0.723001654681039,0.094,0.05,1
"Gjc1",0.122061133208486,0.723001654681039,0.094,0.05,1
"Asb2",0.122061133208653,0.723001654681039,0.091,0.055,1
"Spag4",0.12241896425224,0.898640307317744,0.063,0.033,1
"Thoc6",0.122476851226191,0.545003352703044,0.147,0.11,1
"Ngfr",0.122974250378975,-1.23260422596051,0.016,0.039,1
"Ikzf3",0.122974250379132,-1.23260422596051,0.016,0.039,1
